Country,Commodity_NAICS6,FAFZONE,ctrycod,CBPZONE,USExpVal
JORDAN,335314,806,108,231,753636
JORDAN,335911,806,108,231,2613525
JORDAN,335912,806,108,231,949738
JORDAN,335921,806,108,231,135002
JORDAN,335929,806,108,231,862297
JORDAN,335931,806,108,231,389763
JORDAN,335932,806,108,231,160625
JORDAN,335991,806,108,231,532431
JORDAN,335999,806,108,231,2929906
JORDAN,336111,806,108,231,97091232
JORDAN,336112,806,108,231,6416987
JORDAN,336120,806,108,231,2881163
JORDAN,336211,806,108,231,328783
JORDAN,336212,806,108,231,718610
JORDAN,336213,806,108,231,67100
JORDAN,336310,806,108,231,372987
JORDAN,336320,806,108,231,950863
JORDAN,336330,806,108,231,840062
JORDAN,336340,806,108,231,146613
JORDAN,336350,806,108,231,1176159
JORDAN,336360,806,108,231,45617
JORDAN,336370,806,108,231,89969
JORDAN,336390,806,108,231,17690038
JORDAN,336411,806,108,231,49799
JORDAN,336411,806,108,231,136579050.867429
JORDAN,336412,806,108,231,1459190
JORDAN,336412,806,108,231,55723370.4709629
JORDAN,336413,806,108,231,7816932
JORDAN,336413,806,108,231,96824551.6094667
JORDAN,336414,806,108,231,6752640
JORDAN,336414,806,108,231,14408370.7608967
JORDAN,336415,806,108,231,2159960
JORDAN,336415,806,108,231,7131036.92175596
JORDAN,336419,806,108,231,20270207
JORDAN,336419,806,108,231,1706797.3694892
JORDAN,336510,806,108,231,28000
JORDAN,336611,806,108,231,111596
JORDAN,336612,806,108,231,1044172
JORDAN,336991,806,108,231,1252177
JORDAN,336992,806,108,231,19077847
JORDAN,336999,806,108,231,598836
JORDAN,337110,806,108,231,70000
JORDAN,337121,806,108,231,2745979
JORDAN,337122,806,108,231,585100
JORDAN,337124,806,108,231,181354
JORDAN,337125,806,108,231,294546
JORDAN,337127,806,108,231,1550719
JORDAN,337211,806,108,231,15661
JORDAN,337214,806,108,231,171571
JORDAN,337215,806,108,231,87603
JORDAN,337910,806,108,231,36694
JORDAN,339112,806,108,231,5557917
JORDAN,339113,806,108,231,3743268
JORDAN,339114,806,108,231,448717
JORDAN,339115,806,108,231,625180
JORDAN,339116,806,108,231,1901308
JORDAN,339910,806,108,231,3968831
JORDAN,339920,806,108,231,3574928
JORDAN,339930,806,108,231,569310
JORDAN,339940,806,108,231,93202
JORDAN,339950,806,108,231,7485
JORDAN,339991,806,108,231,2028365
JORDAN,339992,806,108,231,24755
JORDAN,339993,806,108,231,31891
JORDAN,339994,806,108,231,151388
JORDAN,339999,806,108,231,1526094
KAZAKHSTAN,111150,806,109,232,726264
KAZAKHSTAN,111219,806,109,232,544477
KAZAKHSTAN,111335,806,109,232,1465627
KAZAKHSTAN,111421,806,109,232,13518
KAZAKHSTAN,111910,806,109,232,456192
KAZAKHSTAN,111998,806,109,232,233752
KAZAKHSTAN,112920,806,109,232,2526000
KAZAKHSTAN,113210,806,109,232,53340
KAZAKHSTAN,114111,806,109,232,256451
KAZAKHSTAN,211130,806,109,232,4417.999995582
KAZAKHSTAN,212113,806,109,232,6578
KAZAKHSTAN,212299,806,109,232,117011
KAZAKHSTAN,212311,806,109,232,44926
KAZAKHSTAN,212319,806,109,232,9000
KAZAKHSTAN,212322,806,109,232,5133
KAZAKHSTAN,212325,806,109,232,24244
KAZAKHSTAN,212393,806,109,232,86383
KAZAKHSTAN,212399,806,109,232,8690
KAZAKHSTAN,311119,806,109,232,4450714
KAZAKHSTAN,311211,806,109,232,66976
KAZAKHSTAN,311224,806,109,232,633464
KAZAKHSTAN,311313,806,109,232,0
KAZAKHSTAN,311314,806,109,232,63563
KAZAKHSTAN,311340,806,109,232,157759
KAZAKHSTAN,311351,806,109,232,80720.2781021319
KAZAKHSTAN,311352,806,109,232,534440.721897868
KAZAKHSTAN,311411,806,109,232,6073
KAZAKHSTAN,311412,806,109,232,92271
KAZAKHSTAN,311514,806,109,232,26337
KAZAKHSTAN,311611,806,109,232,230178
KAZAKHSTAN,311615,806,109,232,52586481
KAZAKHSTAN,311710,806,109,232,62810
KAZAKHSTAN,311811,806,109,232,3424.9512590764
KAZAKHSTAN,311812,806,109,232,3222.5954918878
KAZAKHSTAN,311813,806,109,232,183.453249035801
KAZAKHSTAN,311824,806,109,232,7692
KAZAKHSTAN,311930,806,109,232,6000
KAZAKHSTAN,311941,806,109,232,585244
KAZAKHSTAN,311942,806,109,232,267816
KAZAKHSTAN,311999,806,109,232,4536512
KAZAKHSTAN,312111,806,109,232,247915
KAZAKHSTAN,312113,806,109,232,8982
KAZAKHSTAN,312130,806,109,232,272271
KAZAKHSTAN,312140,806,109,232,156043
KAZAKHSTAN,312230,806,109,232,682662
KAZAKHSTAN,313210,806,109,232,451100
KAZAKHSTAN,313220,806,109,232,354842
KAZAKHSTAN,313230,806,109,232,163331
KAZAKHSTAN,313320,806,109,232,73296
KAZAKHSTAN,314110,806,109,232,121232
KAZAKHSTAN,314120,806,109,232,27660
KAZAKHSTAN,314910,806,109,232,329714
KAZAKHSTAN,314994,806,109,232,49072
KAZAKHSTAN,314999,806,109,232,163767
KAZAKHSTAN,315220,806,109,232,1155209
KAZAKHSTAN,315240,806,109,232,517765
KAZAKHSTAN,315280,806,109,232,485010
KAZAKHSTAN,315990,806,109,232,517229
KAZAKHSTAN,316110,806,109,232,16173.999983826
KAZAKHSTAN,316210,806,109,232,1229414.99877058
KAZAKHSTAN,316992,806,109,232,44604.999955395
KAZAKHSTAN,316998,806,109,232,653867.999346132
KAZAKHSTAN,321918,806,109,232,312469
KAZAKHSTAN,321920,806,109,232,7484.999992515
KAZAKHSTAN,321999,806,109,232,319921.999680078
KAZAKHSTAN,322110,806,109,232,151713
KAZAKHSTAN,322121,806,109,232,108499
KAZAKHSTAN,322122,806,109,232,4995
KAZAKHSTAN,322211,806,109,232,2557
KAZAKHSTAN,322212,806,109,232,6345
KAZAKHSTAN,322220,806,109,232,3388741
KAZAKHSTAN,322291,806,109,232,2671
KAZAKHSTAN,322299,806,109,232,77170
KAZAKHSTAN,323111,806,109,232,202462
KAZAKHSTAN,323117,806,109,232,34594
KAZAKHSTAN,323120,806,109,232,18291
KAZAKHSTAN,324110,806,109,232,6391083.99360891
KAZAKHSTAN,324121,806,109,232,6700
KAZAKHSTAN,324191,806,109,232,821196
KAZAKHSTAN,324199,806,109,232,5843416
KAZAKHSTAN,325120,806,109,232,53794
KAZAKHSTAN,325130,806,109,232,120015
KAZAKHSTAN,325180,806,109,232,10993958
KAZAKHSTAN,325194,806,109,232,17759
KAZAKHSTAN,325199,806,109,232,2318902
KAZAKHSTAN,325211,806,109,232,8506703
KAZAKHSTAN,325212,806,109,232,600317
KAZAKHSTAN,325220,806,109,232,34251
KAZAKHSTAN,325312,806,109,232,16560
KAZAKHSTAN,325320,806,109,232,83500
KAZAKHSTAN,325411,806,109,232,898512
KAZAKHSTAN,325412,806,109,232,1125592
KAZAKHSTAN,325413,806,109,232,4877296
KAZAKHSTAN,325414,806,109,232,11090133
KAZAKHSTAN,325510,806,109,232,914210
KAZAKHSTAN,325520,806,109,232,556837
KAZAKHSTAN,325611,806,109,232,376875.999623124
KAZAKHSTAN,325612,806,109,232,79147.999920852
KAZAKHSTAN,325613,806,109,232,2238375.99776162
KAZAKHSTAN,325620,806,109,232,17164819
KAZAKHSTAN,325910,806,109,232,415245
KAZAKHSTAN,325920,806,109,232,193979
KAZAKHSTAN,325992,806,109,232,256980
KAZAKHSTAN,325998,806,109,232,8418050
KAZAKHSTAN,326111,806,109,232,114370
KAZAKHSTAN,326113,806,109,232,1816787
KAZAKHSTAN,326121,806,109,232,17422
KAZAKHSTAN,326122,806,109,232,89617
KAZAKHSTAN,326150,806,109,232,149015
KAZAKHSTAN,326199,806,109,232,2048000
KAZAKHSTAN,326211,806,109,232,8625077
KAZAKHSTAN,326212,806,109,232,9694
KAZAKHSTAN,326220,806,109,232,3433040
KAZAKHSTAN,326291,806,109,232,13009
KAZAKHSTAN,326299,806,109,232,922627
KAZAKHSTAN,327110,806,109,232,35912
KAZAKHSTAN,327120,806,109,232,335161
KAZAKHSTAN,327212,806,109,232,206807
KAZAKHSTAN,327215,806,109,232,171359
KAZAKHSTAN,327331,806,109,232,136873
KAZAKHSTAN,327910,806,109,232,121660
KAZAKHSTAN,327991,806,109,232,24324
KAZAKHSTAN,327992,806,109,232,7359
KAZAKHSTAN,327993,806,109,232,345040
KAZAKHSTAN,327999,806,109,232,126843
KAZAKHSTAN,331110,806,109,232,2703114
KAZAKHSTAN,331210,806,109,232,283634
KAZAKHSTAN,331222,806,109,232,48007
KAZAKHSTAN,331313,806,109,232,595725
KAZAKHSTAN,331318,806,109,232,16746
KAZAKHSTAN,331410,806,109,232,2417405
KAZAKHSTAN,331420,806,109,232,22869
KAZAKHSTAN,331491,806,109,232,303334
KAZAKHSTAN,331492,806,109,232,192544
KAZAKHSTAN,331511,806,109,232,524157
KAZAKHSTAN,331512,806,109,232,23719
KAZAKHSTAN,332111,806,109,232,37780
KAZAKHSTAN,332119,806,109,232,25596
KAZAKHSTAN,332215,806,109,232,53252.999946747
KAZAKHSTAN,332216,806,109,232,2186195.9978138
KAZAKHSTAN,332311,806,109,232,165546.999834453
KAZAKHSTAN,332312,806,109,232,75848.999924151
KAZAKHSTAN,332321,806,109,232,91912
KAZAKHSTAN,332323,806,109,232,22708
KAZAKHSTAN,332410,806,109,232,4813223
KAZAKHSTAN,332420,806,109,232,3124109
KAZAKHSTAN,332439,806,109,232,12579
KAZAKHSTAN,332510,806,109,232,2206131
KAZAKHSTAN,332613,806,109,232,468997
KAZAKHSTAN,332618,806,109,232,492297
KAZAKHSTAN,332721,806,109,232,321301
KAZAKHSTAN,332722,806,109,232,2204115
KAZAKHSTAN,332911,806,109,232,18483884
KAZAKHSTAN,332912,806,109,232,1653283
KAZAKHSTAN,332913,806,109,232,43879
KAZAKHSTAN,332919,806,109,232,121577
KAZAKHSTAN,332991,806,109,232,3486827
KAZAKHSTAN,332992,806,109,232,283417.999716582
KAZAKHSTAN,332993,806,109,232,262527.999737472
KAZAKHSTAN,332994,806,109,232,1663868.99833613
KAZAKHSTAN,332996,806,109,232,1531028
KAZAKHSTAN,332999,806,109,232,2762203
KAZAKHSTAN,333111,806,109,232,29575912
KAZAKHSTAN,333112,806,109,232,156989
KAZAKHSTAN,333120,806,109,232,47066610
KAZAKHSTAN,333131,806,109,232,19028910
KAZAKHSTAN,333132,806,109,232,13424853
KAZAKHSTAN,333241,806,109,232,576723
KAZAKHSTAN,333242,806,109,232,40160
KAZAKHSTAN,333243,806,109,232,958265
KAZAKHSTAN,333244,806,109,232,356657
KAZAKHSTAN,333249,806,109,232,1108182
KAZAKHSTAN,333314,806,109,232,2781285
KAZAKHSTAN,333316,806,109,232,1024836
KAZAKHSTAN,333318,806,109,232,1478727
KAZAKHSTAN,333413,806,109,232,8833919
KAZAKHSTAN,333414,806,109,232,696683
KAZAKHSTAN,333415,806,109,232,3968924
KAZAKHSTAN,333511,806,109,232,21593
KAZAKHSTAN,333514,806,109,232,84967
KAZAKHSTAN,333515,806,109,232,283696
KAZAKHSTAN,333517,806,109,232,1608668
KAZAKHSTAN,333519,806,109,232,38932
KAZAKHSTAN,333611,806,109,232,1319854
KAZAKHSTAN,333612,806,109,232,1529259
KAZAKHSTAN,333613,806,109,232,2571803
KAZAKHSTAN,333618,806,109,232,53954808
KAZAKHSTAN,333912,806,109,232,41785995
KAZAKHSTAN,333914,806,109,232,9625891
KAZAKHSTAN,333921,806,109,232,174146
KAZAKHSTAN,333922,806,109,232,1060009
KAZAKHSTAN,333923,806,109,232,285751
KAZAKHSTAN,333924,806,109,232,187641
KAZAKHSTAN,333991,806,109,232,1296314
KAZAKHSTAN,333992,806,109,232,1493851
KAZAKHSTAN,333993,806,109,232,6102
KAZAKHSTAN,333994,806,109,232,2020564
KAZAKHSTAN,333995,806,109,232,989131
KAZAKHSTAN,333996,806,109,232,4469467
KAZAKHSTAN,333997,806,109,232,110240
KAZAKHSTAN,333999,806,109,232,9343575
KAZAKHSTAN,334111,806,109,232,9489712
KAZAKHSTAN,334112,806,109,232,971047
KAZAKHSTAN,334118,806,109,232,5138438
KAZAKHSTAN,334210,806,109,232,988519
KAZAKHSTAN,334220,806,109,232,54244850
KAZAKHSTAN,334290,806,109,232,523708
KAZAKHSTAN,334310,806,109,232,1310464
KAZAKHSTAN,334412,806,109,232,40200
KAZAKHSTAN,334413,806,109,232,2005870
KAZAKHSTAN,334416,806,109,232,1143068
KAZAKHSTAN,334417,806,109,232,623546
KAZAKHSTAN,334418,806,109,232,196045
KAZAKHSTAN,334419,806,109,232,2119055
KAZAKHSTAN,334510,806,109,232,10594779
KAZAKHSTAN,334511,806,109,232,799591
KAZAKHSTAN,334512,806,109,232,1373297
KAZAKHSTAN,334513,806,109,232,5959201
KAZAKHSTAN,334514,806,109,232,608176
KAZAKHSTAN,334515,806,109,232,3771088
KAZAKHSTAN,334516,806,109,232,8173678
KAZAKHSTAN,334517,806,109,232,2609409
KAZAKHSTAN,334519,806,109,232,9566677
KAZAKHSTAN,334613,806,109,232,1127708
KAZAKHSTAN,334614,806,109,232,1424554
KAZAKHSTAN,335110,806,109,232,367325
KAZAKHSTAN,335121,806,109,232,214946
KAZAKHSTAN,335122,806,109,232,24118
KAZAKHSTAN,335129,806,109,232,462480
KAZAKHSTAN,335210,806,109,232,810046
KAZAKHSTAN,335220,806,109,232,831951
KAZAKHSTAN,335311,806,109,232,131482
KAZAKHSTAN,335312,806,109,232,40521731
KAZAKHSTAN,335313,806,109,232,9865812
KAZAKHSTAN,335314,806,109,232,2399045
KAZAKHSTAN,335911,806,109,232,328129
KAZAKHSTAN,335912,806,109,232,47316
KAZAKHSTAN,335921,806,109,232,3590099
KAZAKHSTAN,335929,806,109,232,523147
KAZAKHSTAN,335931,806,109,232,1042413
KAZAKHSTAN,335932,806,109,232,230817
KAZAKHSTAN,335991,806,109,232,801035
KAZAKHSTAN,335999,806,109,232,6962092
KAZAKHSTAN,336111,806,109,232,14453107
KAZAKHSTAN,336112,806,109,232,1963148
KAZAKHSTAN,336120,806,109,232,691163
KAZAKHSTAN,336211,806,109,232,2013051
KAZAKHSTAN,336212,806,109,232,326235
KAZAKHSTAN,336213,806,109,232,746446
KAZAKHSTAN,336214,806,109,232,2800
KAZAKHSTAN,336310,806,109,232,5813587
KAZAKHSTAN,336320,806,109,232,3345330
KAZAKHSTAN,336330,806,109,232,504895
KAZAKHSTAN,336340,806,109,232,221573
KAZAKHSTAN,336350,806,109,232,301017
KAZAKHSTAN,336360,806,109,232,278071
KAZAKHSTAN,336370,806,109,232,702642
KAZAKHSTAN,336390,806,109,232,4107823
KAZAKHSTAN,336411,806,109,232,210808226.731067
KAZAKHSTAN,336412,806,109,232,135455
KAZAKHSTAN,336412,806,109,232,86008394.7124823
KAZAKHSTAN,336413,806,109,232,604839
KAZAKHSTAN,336413,806,109,232,149447604.879279
KAZAKHSTAN,336414,806,109,232,22239157.988707
KAZAKHSTAN,336415,806,109,232,11006675.1722291
KAZAKHSTAN,336419,806,109,232,126349
KAZAKHSTAN,336419,806,109,232,2634422.51623579
KAZAKHSTAN,336510,806,109,232,40448040
KAZAKHSTAN,336611,806,109,232,68341
KAZAKHSTAN,336612,806,109,232,213454
KAZAKHSTAN,336991,806,109,232,432823
KAZAKHSTAN,336999,806,109,232,1376497
KAZAKHSTAN,337110,806,109,232,113256
KAZAKHSTAN,337121,806,109,232,301571
KAZAKHSTAN,337122,806,109,232,93009
KAZAKHSTAN,337124,806,109,232,120471
KAZAKHSTAN,337125,806,109,232,13636
KAZAKHSTAN,337127,806,109,232,1252369
KAZAKHSTAN,337215,806,109,232,90097
KAZAKHSTAN,339112,806,109,232,1483648
KAZAKHSTAN,339113,806,109,232,4972795
KAZAKHSTAN,339114,806,109,232,604386
KAZAKHSTAN,339115,806,109,232,839154
KAZAKHSTAN,339116,806,109,232,902383
KAZAKHSTAN,339910,806,109,232,3500233
KAZAKHSTAN,339920,806,109,232,4727024
KAZAKHSTAN,339930,806,109,232,255108
KAZAKHSTAN,339940,806,109,232,70679
KAZAKHSTAN,339950,806,109,232,117931
KAZAKHSTAN,339991,806,109,232,4035691
KAZAKHSTAN,339992,806,109,232,837910
KAZAKHSTAN,339993,806,109,232,30932
KAZAKHSTAN,339994,806,109,232,62932
KAZAKHSTAN,339999,806,109,232,1026003
KENYA,111130,805,110,233,6954678
KENYA,111199,805,110,233,15202015
KENYA,111219,805,110,233,1761116
KENYA,111335,805,110,233,2620157
KENYA,111421,805,110,233,1086267
KENYA,111422,805,110,233,285033
KENYA,111998,805,110,233,87092
KENYA,112930,805,110,233,22620
KENYA,113210,805,110,233,34000
KENYA,114111,805,110,233,23108
KENYA,211130,805,110,233,165095846.834904
KENYA,212324,805,110,233,447881
KENYA,212325,805,110,233,697760
KENYA,212393,805,110,233,11798
KENYA,212399,805,110,233,24058
KENYA,311119,805,110,233,389299
KENYA,311211,805,110,233,966291
KENYA,311221,805,110,233,995477
KENYA,311224,805,110,233,4528160
KENYA,311230,805,110,233,56247
KENYA,311313,805,110,233,0
KENYA,311314,805,110,233,10073
KENYA,311340,805,110,233,42809
KENYA,311351,805,110,233,13454.451298444
KENYA,311352,805,110,233,89080.548701556
KENYA,311412,805,110,233,3247
KENYA,311421,805,110,233,69392
KENYA,311514,805,110,233,12273041
KENYA,311611,805,110,233,21609
KENYA,311911,805,110,233,3560
KENYA,311920,805,110,233,16210
KENYA,311941,805,110,233,428684
KENYA,311942,805,110,233,10500
KENYA,311999,805,110,233,6026405
KENYA,312111,805,110,233,5856
KENYA,312130,805,110,233,198297
KENYA,312140,805,110,233,462280
KENYA,312230,805,110,233,9086
KENYA,313210,805,110,233,84542
KENYA,313220,805,110,233,152579
KENYA,313230,805,110,233,7266
KENYA,313240,805,110,233,22863
KENYA,313320,805,110,233,9683
KENYA,314110,805,110,233,89905
KENYA,314120,805,110,233,18268
KENYA,314910,805,110,233,151507
KENYA,314999,805,110,233,109559
KENYA,315110,805,110,233,2860
KENYA,315220,805,110,233,500645
KENYA,315240,805,110,233,334177
KENYA,315280,805,110,233,86366
KENYA,315990,805,110,233,218101
KENYA,316110,805,110,233,2799.9999972
KENYA,316210,805,110,233,85115.999914884
KENYA,316992,805,110,233,7269.99999273
KENYA,316998,805,110,233,207978.999792021
KENYA,321113,805,110,233,8621
KENYA,321999,805,110,233,83335.999916664
KENYA,322110,805,110,233,13408785
KENYA,322121,805,110,233,804632
KENYA,322130,805,110,233,5839979
KENYA,322211,805,110,233,53035
KENYA,322219,805,110,233,90745
KENYA,322220,805,110,233,1389502
KENYA,323111,805,110,233,60661
KENYA,323117,805,110,233,672364
KENYA,323120,805,110,233,18844
KENYA,324110,805,110,233,4614002.99538599
KENYA,324191,805,110,233,273500
KENYA,324199,805,110,233,8464
KENYA,325110,805,110,233,27429178
KENYA,325120,805,110,233,33286
KENYA,325130,805,110,233,103672
KENYA,325180,805,110,233,446238
KENYA,325193,805,110,233,9010932
KENYA,325194,805,110,233,159025
KENYA,325199,805,110,233,2407251
KENYA,325211,805,110,233,15389339
KENYA,325212,805,110,233,345180
KENYA,325220,805,110,233,2739406
KENYA,325311,805,110,233,20081
KENYA,325320,805,110,233,1208971
KENYA,325411,805,110,233,372533
KENYA,325412,805,110,233,2850547
KENYA,325413,805,110,233,4155237
KENYA,325414,805,110,233,38039869
KENYA,325510,805,110,233,68927
KENYA,325520,805,110,233,345420
KENYA,325611,805,110,233,245277.999754722
KENYA,325612,805,110,233,61510.999938489
KENYA,325613,805,110,233,572614.999427385
KENYA,325620,805,110,233,967898
KENYA,325910,805,110,233,93129
KENYA,325920,805,110,233,6189
KENYA,325992,805,110,233,18872
KENYA,325998,805,110,233,1648150
KENYA,326111,805,110,233,92059
KENYA,326113,805,110,233,172236
KENYA,326122,805,110,233,74968
KENYA,326160,805,110,233,22866
KENYA,326191,805,110,233,17081
KENYA,326199,805,110,233,1660846
KENYA,326211,805,110,233,836456
KENYA,326220,805,110,233,181114
KENYA,326299,805,110,233,527680
KENYA,327110,805,110,233,49999
KENYA,327211,805,110,233,9310
KENYA,327212,805,110,233,43720
KENYA,327215,805,110,233,34300
KENYA,327910,805,110,233,46438
KENYA,327991,805,110,233,259035
KENYA,327992,805,110,233,134730
KENYA,327999,805,110,233,16407
KENYA,331110,805,110,233,649183
KENYA,331210,805,110,233,5862
KENYA,331410,805,110,233,3910
KENYA,331420,805,110,233,136278
KENYA,331491,805,110,233,20264
KENYA,332111,805,110,233,22843
KENYA,332215,805,110,233,107924.999892075
KENYA,332216,805,110,233,1147087.99885291
KENYA,332311,805,110,233,125223.999874776
KENYA,332312,805,110,233,3896.999996103
KENYA,332321,805,110,233,158830
KENYA,332322,805,110,233,13881
KENYA,332410,805,110,233,167474
KENYA,332420,805,110,233,570827
KENYA,332439,805,110,233,4230
KENYA,332510,805,110,233,94026
KENYA,332613,805,110,233,43665
KENYA,332618,805,110,233,47016
KENYA,332721,805,110,233,229635
KENYA,332722,805,110,233,110595
KENYA,332911,805,110,233,772616
KENYA,332912,805,110,233,33359
KENYA,332913,805,110,233,97956
KENYA,332991,805,110,233,127451
KENYA,332992,805,110,233,1720869.99827913
KENYA,332993,805,110,233,25296.999974703
KENYA,332994,805,110,233,670726.999329273
KENYA,332996,805,110,233,386117
KENYA,332999,805,110,233,222739
KENYA,333111,805,110,233,1002878
KENYA,333112,805,110,233,76780
KENYA,333120,805,110,233,3575740
KENYA,333131,805,110,233,3690766
KENYA,333132,805,110,233,668996
KENYA,333241,805,110,233,211958
KENYA,333242,805,110,233,727098
KENYA,333243,805,110,233,65627
KENYA,333244,805,110,233,189582
KENYA,333249,805,110,233,1126595
KENYA,333314,805,110,233,2511977
KENYA,333316,805,110,233,854152
KENYA,333318,805,110,233,1369177
KENYA,333413,805,110,233,241972
KENYA,333414,805,110,233,3722
KENYA,333415,805,110,233,84055
KENYA,333511,805,110,233,17785
KENYA,333515,805,110,233,81882
KENYA,333517,805,110,233,2562589
KENYA,333519,805,110,233,114694
KENYA,333612,805,110,233,132791
KENYA,333613,805,110,233,93684
KENYA,333618,805,110,233,184229
KENYA,333912,805,110,233,210074
KENYA,333914,805,110,233,4329916
KENYA,333922,805,110,233,35666
KENYA,333923,805,110,233,66104
KENYA,333924,805,110,233,256901
KENYA,333991,805,110,233,2706
KENYA,333992,805,110,233,16565
KENYA,333993,805,110,233,931098
KENYA,333994,805,110,233,67794
KENYA,333995,805,110,233,212209
KENYA,333996,805,110,233,176359
KENYA,333997,805,110,233,783327
KENYA,333999,805,110,233,1682929
KENYA,334111,805,110,233,4968814
KENYA,334112,805,110,233,20331
KENYA,334118,805,110,233,1327308
KENYA,334210,805,110,233,94343
KENYA,334220,805,110,233,4552961
KENYA,334290,805,110,233,70815
KENYA,334310,805,110,233,863603
KENYA,334412,805,110,233,15323
KENYA,334413,805,110,233,283580
KENYA,334416,805,110,233,64931
KENYA,334417,805,110,233,31486
KENYA,334418,805,110,233,39243
KENYA,334419,805,110,233,526190
KENYA,334510,805,110,233,2276056
KENYA,334511,805,110,233,427830
KENYA,334512,805,110,233,29579
KENYA,334513,805,110,233,1157929
KENYA,334514,805,110,233,6737
KENYA,334515,805,110,233,1547378
KENYA,334516,805,110,233,2783085
KENYA,334517,805,110,233,5872170
KENYA,334519,805,110,233,670413
KENYA,334613,805,110,233,69233
KENYA,334614,805,110,233,67196
KENYA,335110,805,110,233,23032
KENYA,335129,805,110,233,363992
KENYA,335210,805,110,233,27500
KENYA,335220,805,110,233,234112
KENYA,335311,805,110,233,21670
KENYA,335312,805,110,233,434861
KENYA,335313,805,110,233,736204
KENYA,335314,805,110,233,567786
KENYA,335911,805,110,233,1123589
KENYA,335912,805,110,233,25111
KENYA,335921,805,110,233,32878
KENYA,335929,805,110,233,62598
KENYA,335931,805,110,233,278871
KENYA,335991,805,110,233,207757
KENYA,335999,805,110,233,1019949
KENYA,336111,805,110,233,707060
KENYA,336112,805,110,233,621000
KENYA,336120,805,110,233,5000
KENYA,336211,805,110,233,231043
KENYA,336212,805,110,233,47900
KENYA,336310,805,110,233,49717
KENYA,336320,805,110,233,844479
KENYA,336330,805,110,233,7463
KENYA,336340,805,110,233,32415
KENYA,336350,805,110,233,8500
KENYA,336360,805,110,233,23757
KENYA,336390,805,110,233,260803
KENYA,336411,805,110,233,8494305
KENYA,336411,805,110,233,66433155.7569194
KENYA,336412,805,110,233,200044
KENYA,336412,805,110,233,27104298.3992564
KENYA,336413,805,110,233,1702309
KENYA,336413,805,110,233,47096245.561182
KENYA,336414,805,110,233,7008348.15356275
KENYA,336415,805,110,233,3468594.07443967
KENYA,336419,805,110,233,21866
KENYA,336419,805,110,233,830200.05463969
KENYA,336510,805,110,233,646653
KENYA,336611,805,110,233,5e+05
KENYA,336612,805,110,233,61700
KENYA,336991,805,110,233,189052
KENYA,336992,805,110,233,71785
KENYA,336999,805,110,233,9180
KENYA,337121,805,110,233,98091
KENYA,337122,805,110,233,3000
KENYA,337124,805,110,233,55810
KENYA,337125,805,110,233,58850
KENYA,337127,805,110,233,253146
KENYA,337211,805,110,233,2920
KENYA,337214,805,110,233,9206
KENYA,337215,805,110,233,5683
KENYA,337920,805,110,233,80200
KENYA,339112,805,110,233,622477
KENYA,339113,805,110,233,1571788
KENYA,339114,805,110,233,32752
KENYA,339115,805,110,233,349484
KENYA,339116,805,110,233,120220
KENYA,339910,805,110,233,35651
KENYA,339920,805,110,233,470002
KENYA,339930,805,110,233,322263
KENYA,339940,805,110,233,160106
KENYA,339950,805,110,233,23931
KENYA,339991,805,110,233,857851
KENYA,339992,805,110,233,21805
KENYA,339993,805,110,233,531070
KENYA,339994,805,110,233,29009
KENYA,339999,805,110,233,199344
KIRIBATI,311340,808,111,234,26871
KIRIBATI,311351,808,111,234,365.180064988244
KIRIBATI,311352,808,111,234,2417.81993501176
KIRIBATI,311421,808,111,234,10584
KIRIBATI,311422,808,111,234,8504
KIRIBATI,311512,808,111,234,5748
KIRIBATI,311611,808,111,234,4736
KIRIBATI,311615,808,111,234,38153
KIRIBATI,311811,808,111,234,1533.73238201064
KIRIBATI,311812,808,111,234,1443.11515293292
KIRIBATI,311813,808,111,234,82.1524650564361
KIRIBATI,311824,808,111,234,3233
KIRIBATI,311911,808,111,234,9886
KIRIBATI,311920,808,111,234,23899
KIRIBATI,311999,808,111,234,4719
KIRIBATI,312111,808,111,234,3478
KIRIBATI,313220,808,111,234,14799
KIRIBATI,314910,808,111,234,4725
KIRIBATI,316998,808,111,234,6038.999993961
KIRIBATI,321113,808,111,234,8699
KIRIBATI,321918,808,111,234,5590
KIRIBATI,324110,808,111,234,24420.9999755789
KIRIBATI,325413,808,111,234,29800
KIRIBATI,325414,808,111,234,363286
KIRIBATI,325510,808,111,234,4580
KIRIBATI,325520,808,111,234,2736
KIRIBATI,325611,808,111,234,282407.999717592
KIRIBATI,325620,808,111,234,11691
KIRIBATI,326199,808,111,234,9172
KIRIBATI,326211,808,111,234,10676
KIRIBATI,327215,808,111,234,3305
KIRIBATI,332215,808,111,234,2503.999997496
KIRIBATI,332410,808,111,234,26401
KIRIBATI,333120,808,111,234,3298
KIRIBATI,333131,808,111,234,2999
KIRIBATI,333318,808,111,234,62214
KIRIBATI,333618,808,111,234,11423
KIRIBATI,333999,808,111,234,22948
KIRIBATI,334111,808,111,234,32202
KIRIBATI,334118,808,111,234,4810
KIRIBATI,334220,808,111,234,30157
KIRIBATI,334310,808,111,234,11325
KIRIBATI,334416,808,111,234,58615
KIRIBATI,334510,808,111,234,16038
KIRIBATI,334515,808,111,234,308316
KIRIBATI,334516,808,111,234,17000
KIRIBATI,335311,808,111,234,3187
KIRIBATI,335312,808,111,234,7700
